id_anssi,titre_anssi,type_bulletin,date_publication,cve,cvss_score,base_severity,cwe,cwe_desc,epss_score,lien_anssi,description,editeur,produit,versions_affectees
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9882,,,CWE-472,Integer overflow,0.00204,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Integer overflow in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to leak cross-origin data via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9883,,,CWE-416,Use after free,0.00303,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Base in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9884,,,CWE-416,Use after free,0.00383,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Browser in Google Chrome on Mac prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9885,,,CWE-20,Insufficient validation of untrusted input,0.00237,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Insufficient validation of untrusted input in UI in Google Chrome on Mac prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9886,,,CWE-416,Use after free,0.00253,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Base in Google Chrome on Mac prior to 148.0.7778.216 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9887,,,CWE-416,Use after free,0.00217,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Proxy in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code via a crafted PAC script. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9888,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in WebView in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9889,,,Non disponible,Out of bounds read and write,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds read and write in Dawn in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9890,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in XR in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9891,,,CWE-416,Use after free,0.00255,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Extensions in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted Chrome Extension. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9892,,,Non disponible,Inappropriate implementation,0.00214,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Inappropriate implementation in Skia in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9893,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Skia in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9894,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in GPU in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9895,,,CWE-125,Out of bounds read,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds read in GPU in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9896,,,CWE-787,Out of bounds write,0.00303,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds write in V8 in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9897,,,CWE-416,Use after free,0.00303,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in DOM in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9898,,,CWE-20,Insufficient validation of untrusted input,0.00237,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Insufficient validation of untrusted input in GPU in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9899,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9900,,,CWE-787,Out of bounds write,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds write in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9901,,,CWE-416,Use after free,0.00265,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9902,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Accessibility in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9903,,,CWE-20,Insufficient validation of untrusted input,0.00155,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Insufficient validation of untrusted input in Site Isolation in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to bypass site isolation via a crafted MHTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9904,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9905,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Accessibility in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9906,,,CWE-787,Out of bounds write,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds write in GPU in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9907,,,CWE-125,Out of bounds read,0.00201,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds read in Dawn in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker to leak cross-origin data via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9908,,,CWE-125,Out of bounds read,0.00247,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds read in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9909,,,CWE-472,Integer overflow,0.00265,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Integer overflow in Skia in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9910,,,Non disponible,Out of bounds memory access,0.00325,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds memory access in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9911,,,CWE-472,Integer overflow,0.00201,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Integer overflow in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to perform an out of bounds memory read via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9912,,,Non disponible,Inappropriate implementation,0.00247,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Inappropriate implementation in GPU in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9913,,,Non disponible,Inappropriate implementation,0.00216,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Inappropriate implementation in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9914,,,CWE-20,Insufficient validation of untrusted input,0.00237,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Insufficient validation of untrusted input in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9915,,,CWE-122,Heap buffer overflow,0.00245,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Heap buffer overflow in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9916,,,CWE-787,Out of bounds write,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds write in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9917,,,CWE-457,Uninitialized Use,0.0027,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Uninitialized Use in WebGL in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9918,,,Non disponible,Inappropriate implementation,0.00243,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Inappropriate implementation in Tint in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9919,,,CWE-125,Out of bounds read,0.00201,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds read in WebGL in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker to leak cross-origin data via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9920,,,CWE-457,Uninitialized Use,0.00195,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Uninitialized Use in GPU in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to leak cross-origin data via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9921,,,CWE-457,Uninitialized Use,0.0022,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Uninitialized Use in WebGL in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker to leak cross-origin information via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9922,,,CWE-416,Use after free,0.00265,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in GPU in Google Chrome on Mac prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9923,,,CWE-416,Use after free,0.00253,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Skia in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9924,,,CWE-122,Heap buffer overflow,0.00245,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Heap buffer overflow in ANGLE in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9925,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9926,,,CWE-122,Heap buffer overflow,0.00245,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Heap buffer overflow in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9927,,,CWE-416,Use after free,0.00303,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9928,,,CWE-125,Out of bounds read,0.00303,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds read in ANGLE in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9929,,,Non disponible,Inappropriate implementation,0.00201,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Inappropriate implementation in WebGL in Google Chrome on Android prior to 148.0.7778.216 allowed a remote attacker to leak cross-origin data via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9930,,,CWE-787,Out of bounds write,0.0019,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Out of bounds write in Dawn in Google Chrome on Mac prior to 148.0.7778.216 allowed a remote attacker to perform an out of bounds memory write via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9931,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in GPU in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9932,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in ANGLE in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9933,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Input in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9934,,,CWE-416,Use after free,0.00265,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in Aura in Google Chrome prior to 148.0.7778.216 allowed a remote attacker who convinced a user to engage in specific UI gestures to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9935,,,CWE-457,Uninitialized Use,0.0022,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Uninitialized Use in ANGLE in Google Chrome prior to 148.0.7778.216 allowed a remote attacker to leak cross-origin data via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9936,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in GFX in Google Chrome on Mac prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
CERTFR-2026-AVI-0734,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),Avis,"Thu, 11 Jun 2026 00:00:00 +0000",CVE-2026-9937,,,CWE-416,Use after free,0.00222,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,Use after free in UI in Google Chrome on Windows prior to 148.0.7778.216 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Google,Chrome,148.0.7778.216
